Mellow,Unpretentious,Sophisticated,Intense,Contemporary,location_asia,location_australia,location_europe,location_malaysia,location_north_america,location_south_america,gender_Female,gender_Male,gender_Prefer not to say,isMusician_No,isMusician_Yes,age_18 - 24,age_25 - 34,age_35 - 44,age_45 - 54,age_Above 55,age_Under 18
1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
